SDO_SP_ID,DIV_CODE,CIR_SP_ID,ZON_SP_ID,SDO_NAME,DIV_NAME,CIRCLE_NAME,ZONE_NAME,DISCOM
SDO3726922,DIV372692,CIR37269,ZNE37,EDSD Sector 14 New,EUDD_MUNSIPULIA,EUDC INDIRA NAGAR,GOMTI NAGAR ZONE,MVVNL
SDO3818111,DIV381811,CIR38181,ZNE38,EDSD PANWARIYA,EDD I BADAUN,EDC BADAUN,BAREILLY II,MVVNL
SDO3818112,DIV381811,CIR38181,ZNE38,EDSD NAWADA,EDD I BADAUN,EDC BADAUN,BAREILLY II,MVVNL
SDO3818113,DIV381811,CIR38181,ZNE38,EDSD I BADAUNTOWN,EDD I BADAUN,EDC BADAUN,BAREILLY II,MVVNL
SDO3818118,DIV381811,CIR38181,ZNE38,(Temp sdo) 3418118,EDD I BADAUN,EDC BADAUN,BAREILLY II,MVVNL
SDO3818119,DIV381811,CIR38181,ZNE38,(Temp SDO) 3418119,EDD I BADAUN,EDC BADAUN,BAREILLY II,MVVNL
SDO3818121,DIV381812,CIR38181,ZNE38,EDSD I BILSI,EDD II BADAUN,EDC BADAUN,BAREILLY II,MVVNL
SDO3818122,DIV381812,CIR38181,ZNE38,3418122-EDSD II DATAGANJ,EDD II BADAUN,EDC BADAUN,BAREILLY II,MVVNL
SDO3818123,DIV381812,CIR38181,ZNE38,3418123-EDSD BINAWAR,EDD II BADAUN,EDC BADAUN,BAREILLY II,MVVNL
SDO3818124,DIV381812,CIR38181,ZNE38,EDSD IV KAKRALA,EDD II BADAUN,EDC BADAUN,BAREILLY II,MVVNL
SDO3818131,DIV381813,CIR38181,ZNE38,EDSD I BISAULI,EDD III BADAUN,EDC BADAUN,BAREILLY II,MVVNL
SDO3818132,DIV381813,CIR38181,ZNE38,3418132-EDSD ISLAMNAGAR,EDD III BADAUN,EDC BADAUN,BAREILLY II,MVVNL
SDO3818133,DIV381813,CIR38181,ZNE38,EDSD III ASAFPUR,EDD III BADAUN,EDC BADAUN,BAREILLY II,MVVNL
SDO3818139,DIV381813,CIR38181,ZNE38,(Temp sdo) 3418139,EDD III BADAUN,EDC BADAUN,BAREILLY II,MVVNL
SDO3818141,DIV381814,CIR38181,ZNE38,EDSD I BADAUNUJHANI,EDD IV BADAUN UJHANI,EDC BADAUN,BAREILLY II,MVVNL
SDO3818142,DIV381814,CIR38181,ZNE38,EDSD II SAHASWAN,EDD IV BADAUN UJHANI,EDC BADAUN,BAREILLY II,MVVNL
SDO3820431,DIV382043,CIR38204,ZNE38,EDSD I BISALPUR,EDD BISALPUR,EDC PHILIBHIT,BAREILLY II,MVVNL
SDO3820432,DIV382043,CIR38204,ZNE38,3420432-EDSD II BISALANDA,EDD BISALPUR,EDC PHILIBHIT,BAREILLY II,MVVNL
SDO3820411,DIV382041,CIR38204,ZNE38,EDSD NAKTADANA,EDD PILIBHIT,EDC PHILIBHIT,BAREILLY II,MVVNL
SDO3820412,DIV382041,CIR38204,ZNE38,EDSD I AMRIYA,EDD PILIBHIT,EDC PHILIBHIT,BAREILLY II,MVVNL
SDO3820413,DIV382041,CIR38204,ZNE38,EDSD RAMLEELA RURAL,EDD PILIBHIT,EDC PHILIBHIT,BAREILLY II,MVVNL
SDO3820414,DIV382041,CIR38204,ZNE38,3420414-EDSD JAHANABAD,EDD PILIBHIT,EDC PHILIBHIT,BAREILLY II,MVVNL
SDO3820415,DIV382041,CIR38204,ZNE38,3420415-EDSD MAJHOLA,EDD PILIBHIT,EDC PHILIBHIT,BAREILLY II,MVVNL
SDO3820416,DIV382041,CIR38204,ZNE38,EDSD STORE CENTER,EDD PILIBHIT,EDC PHILIBHIT,BAREILLY II,MVVNL
SDO3820417,DIV382041,CIR38204,ZNE38,3420417-EDSD II TOWN PILIBHIT,EDD PILIBHIT,EDC PHILIBHIT,BAREILLY II,MVVNL
SDO3820421,DIV382042,CIR38204,ZNE38,EDSD I PURANPUR,EDD PURANPUR,EDC PHILIBHIT,BAREILLY II,MVVNL
SDO3820422,DIV382042,CIR38204,ZNE38,3420422-EDSD MADHAVTANDA,EDD PURANPUR,EDC PHILIBHIT,BAREILLY II,MVVNL
SDO3821331,DIV382133,CIR38213,ZNE38,EDSD I SADAR,EDD I SHAHJAHANPUR,EDC SHAJAHANPUR,BAREILLY II,MVVNL
SDO3821332,DIV382133,CIR38213,ZNE38,EDSD II JMAPUR,EDD I SHAHJAHANPUR,EDC SHAJAHANPUR,BAREILLY II,MVVNL
SDO3821333,DIV382133,CIR38213,ZNE38,EDSD SHAHAJHANPUR,EDD I SHAHJAHANPUR,EDC SHAJAHANPUR,BAREILLY II,MVVNL
SDO3821321,DIV382132,CIR38213,ZNE38,EDSD GOVINDGANJ,EDD II SHAHJAHANPUR,EDC SHAJAHANPUR,BAREILLY II,MVVNL
SDO3821322,DIV382132,CIR38213,ZNE38,EDSD ROZA,EDD II SHAHJAHANPUR,EDC SHAJAHANPUR,BAREILLY II,MVVNL
SDO3821323,DIV382132,CIR38213,ZNE38,EDSD CHARKHAMBA,EDD II SHAHJAHANPUR,EDC SHAJAHANPUR,BAREILLY II,MVVNL
SDO3821329,DIV382132,CIR38213,ZNE38,(Temp SDO) 3421329,EDD II SHAHJAHANPUR,EDC SHAJAHANPUR,BAREILLY II,MVVNL
SDO3821351,DIV382135,CIR38213,ZNE38,EDSD I JALALABAD,EDD JALALABAD,EDC SHAJAHANPUR,BAREILLY II,MVVNL
SDO3821341,DIV382134,CIR38213,ZNE38,3421341-EDSD III POWAYAN,EDD POWAYAN,EDC SHAJAHANPUR,BAREILLY II,MVVNL
SDO3821342,DIV382134,CIR38213,ZNE38,3421342-EDSD BANDA,EDD POWAYAN,EDC SHAJAHANPUR,BAREILLY II,MVVNL
SDO3821343,DIV382134,CIR38213,ZNE38,3421343-EDSD IV KHUTAR,EDD POWAYAN,EDC SHAJAHANPUR,BAREILLY II,MVVNL
SDO3821311,DIV382131,CIR38213,ZNE38,EDSD I TILHAR,EDD TILHAR,EDC SHAJAHANPUR,BAREILLY II,MVVNL
SDO3821312,DIV382131,CIR38213,ZNE38,EDSD II MEERANPUR,EDD TILHAR,EDC SHAJAHANPUR,BAREILLY II,MVVNL
SDO3821319,DIV382131,CIR38213,ZNE38,(Temp SDO) 3421319,EDD TILHAR,EDC SHAJAHANPUR,BAREILLY II,MVVNL
SDO3922711,DIV392271,CIR39227,ZNE39,EDSD I GOLA,EDD I GOLA,EDC GOLA,SITAPUR,MVVNL
SDO3922712,DIV392271,CIR39227,ZNE39,EDSD II GOLA,EDD I GOLA,EDC GOLA,SITAPUR,MVVNL
SDO3922713,DIV392271,CIR39227,ZNE39,EDSD III GOLA,EDD I GOLA,EDC GOLA,SITAPUR,MVVNL
SDO3922721,DIV392272,CIR39227,ZNE39,EDSD III MOHAMMADI,EDD II MOHAMMADI,EDC GOLA,SITAPUR,MVVNL
SDO3922722,DIV392272,CIR39227,ZNE39,3322722-EDSD II MAIGALGANJ,EDD II MOHAMMADI,EDC GOLA,SITAPUR,MVVNL
SDO3922723,DIV392272,CIR39227,ZNE39,3322723-EDSD III BARBAR,EDD II MOHAMMADI,EDC GOLA,SITAPUR,MVVNL
SDO3922731,DIV392273,CIR39227,ZNE39,EDSD I PALIA,EDD III PALIYA,EDC GOLA,SITAPUR,MVVNL
SDO3922732,DIV392273,CIR39227,ZNE39,3322732-EDSD II PALIA,EDD III PALIYA,EDC GOLA,SITAPUR,MVVNL
SDO3924111,DIV392411,CIR39241,ZNE39,EDSD I BILGRAM,EDD I HARDOI,EDC HARDOI,SITAPUR,MVVNL
SDO3924112,DIV392411,CIR39241,ZNE39,EDSD II MALLANWA,EDD I HARDOI,EDC HARDOI,SITAPUR,MVVNL
SDO3924113,DIV392411,CIR39241,ZNE39,3324113-EDSD SANDI,EDD I HARDOI,EDC HARDOI,SITAPUR,MVVNL
SDO3924119,DIV392411,CIR39241,ZNE39,(Temp sdo) 3324119,EDD I HARDOI,EDC HARDOI,SITAPUR,MVVNL
SDO3924121,DIV392412,CIR39241,ZNE39,EDSD HARDOI,EDD II HARDOI,EDC HARDOI,SITAPUR,MVVNL
SDO3924122,DIV392412,CIR39241,ZNE39,EDSD ITAULI,EDD II HARDOI,EDC HARDOI,SITAPUR,MVVNL
SDO3924123,DIV392412,CIR39241,ZNE39,EDSD I CITY POWER HOUSE,EDD II HARDOI,EDC HARDOI,SITAPUR,MVVNL
SDO3924124,DIV392412,CIR39241,ZNE39,EDSD SANDI ROAD RURAL,EDD II HARDOI,EDC HARDOI,SITAPUR,MVVNL
SDO3924125,DIV392412,CIR39241,ZNE39,EDSD KOYALBAGH,EDD II HARDOI,EDC HARDOI,SITAPUR,MVVNL
SDO3924141,DIV392414,CIR39241,ZNE39,EDSDI SANDILA,EDD SANDILA,EDC HARDOI,SITAPUR,MVVNL
SDO3924142,DIV392414,CIR39241,ZNE39,3324142-EDSD II KACHAUNA,EDD SANDILA,EDC HARDOI,SITAPUR,MVVNL
SDO3924143,DIV392414,CIR39241,ZNE39,3324143-EDSD III ATRAULI,EDD SANDILA,EDC HARDOI,SITAPUR,MVVNL
SDO3924131,DIV392413,CIR39241,ZNE39,EDSD I SHAHABAD,EDD SHAHABAD,EDC HARDOI,SITAPUR,MVVNL
SDO3924132,DIV392413,CIR39241,ZNE39,EDSD II PIHANI,EDD SHAHABAD,EDC HARDOI,SITAPUR,MVVNL
SDO3924133,DIV392413,CIR39241,ZNE39,3324133-EDSD SAWAIJPUR,EDD SHAHABAD,EDC HARDOI,SITAPUR,MVVNL
SDO3922611,DIV392261,CIR39226,ZNE39,(SDO) 3322241,EDD I LAKHIMPUR,EDC LAKHIMPUR,SITAPUR,MVVNL
SDO3922612,DIV392261,CIR39226,ZNE39,EDSD LAKHIMPUR,EDD I LAKHIMPUR,EDC LAKHIMPUR,SITAPUR,MVVNL
SDO3922613,DIV392261,CIR39226,ZNE39,EDSD CHHAUCHH,EDD I LAKHIMPUR,EDC LAKHIMPUR,SITAPUR,MVVNL
SDO3922621,DIV392262,CIR39226,ZNE39,3322621-EDSD I OYAL,EDD I LAKHIMPUR MITAULI,EDC LAKHIMPUR,SITAPUR,MVVNL
SDO3922622,DIV392262,CIR39226,ZNE39,3322622-EDSD II SHARDANAGAR,EDD I LAKHIMPUR MITAULI,EDC LAKHIMPUR,SITAPUR,MVVNL
SDO3922623,DIV392262,CIR39226,ZNE39,3322623-EDSD III LAKHIMPUR MAEHWAGANJ,EDD I LAKHIMPUR MITAULI,EDC LAKHIMPUR,SITAPUR,MVVNL
SDO3922624,DIV392262,CIR39226,ZNE39,3322624-EDSD IV MITAULI,EDD I LAKHIMPUR MITAULI,EDC LAKHIMPUR,SITAPUR,MVVNL
SDO3922631,DIV392263,CIR39226,ZNE39,3322631-EDSD I NIGHASAN,EDD III LAKHIMPUR NIGHASAN,EDC LAKHIMPUR,SITAPUR,MVVNL
SDO3922632,DIV392263,CIR39226,ZNE39,3322632-EDSD II DHAURHARA,EDD III LAKHIMPUR NIGHASAN,EDC LAKHIMPUR,SITAPUR,MVVNL
SDO3922633,DIV392263,CIR39226,ZNE39,3322633-EDSD III SINGAHI,EDD III LAKHIMPUR NIGHASAN,EDC LAKHIMPUR,SITAPUR,MVVNL
SDO3923231,DIV392323,CIR39232,ZNE39,EDSD BISWAN,EDD BISWAN,EDC SITAPUR,SITAPUR,MVVNL
SDO3923232,DIV392323,CIR39232,ZNE39,EDSD LAHARPUR,EDD BISWAN,EDC SITAPUR,SITAPUR,MVVNL
SDO3923233,DIV392323,CIR39232,ZNE39,3323233-EDSD HARGAON,EDD BISWAN,EDC SITAPUR,SITAPUR,MVVNL
SDO3923211,DIV392321,CIR39232,ZNE39,SITAPUR I TOWN,EDD I SITAPUR,EDC SITAPUR,SITAPUR,MVVNL
SDO3923212,DIV392321,CIR39232,ZNE39,EDSD II MAHOLI,EDD I SITAPUR,EDC SITAPUR,SITAPUR,MVVNL
SDO3923213,DIV392321,CIR39232,ZNE39,EDSD III AELIYA,EDD I SITAPUR,EDC SITAPUR,SITAPUR,MVVNL
SDO3923214,DIV392321,CIR39232,ZNE39,EDSD II SITAPUR TOWN,EDD I SITAPUR,EDC SITAPUR,SITAPUR,MVVNL
SDO3923221,DIV392322,CIR39232,ZNE39,EDSD KHAIRABAD,EDD II SITAPUR,EDC SITAPUR,SITAPUR,MVVNL
SDO3923222,DIV392322,CIR39232,ZNE39,3323222-EDSD SIDHAULI,EDD II SITAPUR,EDC SITAPUR,SITAPUR,MVVNL
SDO3923223,DIV392322,CIR39232,ZNE39,3323223-EDSD SIDHAULI GRAMIN,EDD II SITAPUR,EDC SITAPUR,SITAPUR,MVVNL
SDO3923224,DIV392322,CIR39232,ZNE39,3323224-EDSD MISHRIKH,EDD II SITAPUR,EDC SITAPUR,SITAPUR,MVVNL
SDO3923225,DIV392322,CIR39232,ZNE39,3323225-EDSD KAMLAPUR,EDD II SITAPUR,EDC SITAPUR,SITAPUR,MVVNL
SDO3923226,DIV392322,CIR39232,ZNE39,3323226-EDSD PISAWAN,EDD II SITAPUR,EDC SITAPUR,SITAPUR,MVVNL
SDO3923227,DIV392322,CIR39232,ZNE39,3323227-EDSD MACHHREHTA,EDD II SITAPUR,EDC SITAPUR,SITAPUR,MVVNL
SDO3923228,DIV392322,CIR39232,ZNE39,(Temp SDO) 3323228,EDD II SITAPUR,EDC SITAPUR,SITAPUR,MVVNL
SDO3923229,DIV392322,CIR39232,ZNE39,(Temp SDO) 3323229,EDD II SITAPUR,EDC SITAPUR,SITAPUR,MVVNL
SDO3923241,DIV392324,CIR39232,ZNE39,EDSD MAHMUDABAD,EDD MAHMUDABAD,EDC SITAPUR,SITAPUR,MVVNL
SDO3923242,DIV392324,CIR39232,ZNE39,3323242-EDSD RAUSA,EDD MAHMUDABAD,EDC SITAPUR,SITAPUR,MVVNL
SDO3923243,DIV392324,CIR39232,ZNE39,3323243-EDSD RAMPUR MATHURA,EDD MAHMUDABAD,EDC SITAPUR,SITAPUR,MVVNL
SDO4441314,DIV444131,CIR44413,ZNE44,4441314-EDSD IV CHURIYANI,EDD I FATEHPUR,EDC FATEHPUR,PRAYAGRAJ,PUVNL
SDO4441315,DIV444131,CIR44413,ZNE44,4441315-EDSD BERUIHAR,EDD I FATEHPUR,EDC FATEHPUR,PRAYAGRAJ,PUVNL
SDO4441319,DIV444131,CIR44413,ZNE44,(TEMP SDO) 4441319,EDD I FATEHPUR,EDC FATEHPUR,PRAYAGRAJ,PUVNL
SDO4441321,DIV444132,CIR44413,ZNE44,4441321-EDSD-I BIDAKI,EDD II FATEHPUR,EDC FATEHPUR,PRAYAGRAJ,PUVNL
SDO4441322,DIV444132,CIR44413,ZNE44,4441322-EDSD II BIDAKI ROAD,EDD II FATEHPUR,EDC FATEHPUR,PRAYAGRAJ,PUVNL
SDO4441323,DIV444132,CIR44413,ZNE44,4441323-EDSD I BINDKI ROAD,EDD II FATEHPUR,EDC FATEHPUR,PRAYAGRAJ,PUVNL
SDO4441324,DIV444132,CIR44413,ZNE44,4441324-EDSD II BINDKI,EDD II FATEHPUR,EDC FATEHPUR,PRAYAGRAJ,PUVNL
SDO4441329,DIV444132,CIR44413,ZNE44,(TEMP SDO) 4441329,EDD II FATEHPUR,EDC FATEHPUR,PRAYAGRAJ,PUVNL
SDO4441331,DIV444133,CIR44413,ZNE44,4441331-EDSD I KHAGA,EDD KHAGA,EDC FATEHPUR,PRAYAGRAJ,PUVNL
SDO4441332,DIV444133,CIR44413,ZNE44,4441332-EDSD II ASOTHER,EDD KHAGA,EDC FATEHPUR,PRAYAGRAJ,PUVNL
SDO4441333,DIV444133,CIR44413,ZNE44,4441333-EDSD I KISHANPUR,EDD KHAGA,EDC FATEHPUR,PRAYAGRAJ,PUVNL
SDO4441334,DIV444133,CIR44413,ZNE44,4441334-EDSD II KHAGA,EDD KHAGA,EDC FATEHPUR,PRAYAGRAJ,PUVNL
SDO4442111,DIV444211,CIR44421,ZNE44,4442111-EDSD AASPUR DEVSARA,EDD I PRATAPGARH,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4442112,DIV444211,CIR44421,ZNE44,4442112-EDSD PATTI,EDD I PRATAPGARH,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4442113,DIV444211,CIR44421,ZNE44,4442113-EDSD GARWARA,EDD I PRATAPGARH,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4442114,DIV444211,CIR44421,ZNE44,4442114-EDSD CHILBILA,EDD I PRATAPGARH,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4442121,DIV444212,CIR44421,ZNE44,4442121-EDSD I JETHWARA PBH,EDD II PRATAPGARH,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4442122,DIV444212,CIR44421,ZNE44,4442122-EDSD II KUNDA PBH,EDD II PRATAPGARH,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4442123,DIV444212,CIR44421,ZNE44,4442123-EDSD BIHAR,EDD II PRATAPGARH,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4442124,DIV444212,CIR44421,ZNE44,4442124-EDSD MANIKPUR,EDD II PRATAPGARH,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4442125,DIV444212,CIR44421,ZNE44,4442125-EDSD SANGRAMGARH,EDD II PRATAPGARH,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4442131,DIV444213,CIR44421,ZNE44,4442131-EDSD LALGANJ,EDD LALGANJ,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4442132,DIV444213,CIR44421,ZNE44,4442132-EDSD- SANGIPUR,EDD LALGANJ,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4442133,DIV444213,CIR44421,ZNE44,4442133-EDSD PAHARPUR,EDD LALGANJ,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4442141,DIV444214,CIR44421,ZNE44,4442141-EDSD RANIGANJ,EDD RANIGANJ,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4442142,DIV444214,CIR44421,ZNE44,4442142-EDSD SADAR,EDD RANIGANJ,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4442143,DIV444214,CIR44421,ZNE44,4442143-EDSD VISHWANATHGANJ,EDD RANIGANJ,EDC PRATAPGARH,PRAYAGRAJ,PUVNL
SDO4443111,DIV444311,CIR44431,ZNE44,4443111-EDSD I CHAYAL,EDD CHAYAL,EDC KAUSHAMBI,PRAYAGRAJ,PUVNL
SDO4443112,DIV444311,CIR44431,ZNE44,4443112-EDSD II SARAI AKIL,EDD CHAYAL,EDC KAUSHAMBI,PRAYAGRAJ,PUVNL
SDO4443113,DIV444311,CIR44431,ZNE44,4443113-EDSD BHARWARI,EDD CHAYAL,EDC KAUSHAMBI,PRAYAGRAJ,PUVNL
SDO4443121,DIV444312,CIR44431,ZNE44,4443121-EDSD II MANJHANPUR,EDD KAUSHAMBI,EDC KAUSHAMBI,PRAYAGRAJ,PUVNL
SDO4443122,DIV444312,CIR44431,ZNE44,4443122-EDSD III SIRATHU,EDD KAUSHAMBI,EDC KAUSHAMBI,PRAYAGRAJ,PUVNL
SDO4443123,DIV444312,CIR44431,ZNE44,4443123-EDSD SAINI,EDD KAUSHAMBI,EDC KAUSHAMBI,PRAYAGRAJ,PUVNL
SDO4443124,DIV444312,CIR44431,ZNE44,4443124-EDSD SARIRA,EDD KAUSHAMBI,EDC KAUSHAMBI,PRAYAGRAJ,PUVNL
SDO4444111,DIV444411,CIR44441,ZNE44,UEDSD - KALYANIDEVI,EUDD KALYANIDEVI,EUDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444112,DIV444411,CIR44441,ZNE44,UEDSD - KARELI,EUDD KALYANIDEVI,EUDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444113,DIV444411,CIR44441,ZNE44,EUDSD POWER HOUSE,EUDD KALYANIDEVI,EUDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444114,DIV444411,CIR44441,ZNE44,EUDSD KHUSHRU BAGH,EUDD KALYANIDEVI,EUDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444121,DIV444412,CIR44441,ZNE44,EUDSD NAINI STORE (TSL),EUDD NAINI,EUDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444122,DIV444412,CIR44441,ZNE44,EUDSD JAIL ROAD,EUDD NAINI,EUDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444123,DIV444412,CIR44441,ZNE44,EUDSD JHUNSI,EUDD NAINI,EUDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444131,DIV444413,CIR44441,ZNE44,EUDSD FORT ROAD,EUDD RAMBAGH,EUDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444132,DIV444413,CIR44441,ZNE44,EUDSD RAMBAGH,EUDD RAMBAGH,EUDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444133,DIV444413,CIR44441,ZNE44,EUDSD GAU GHAT,EUDD RAMBAGH,EUDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444141,DIV444414,CIR44441,ZNE44,EUDSD KALYANI DEVI,EUDD KARELABAGH,EUDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444142,DIV444414,CIR44441,ZNE44,EUDSD KARELI,EUDD KARELABAGH,EUDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444211,DIV444421,CIR44442,ZNE44,EDSD - BABAGANJ RUDRAPUR ROAD,EDD I PRATAPGARH,EUDC II PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444221,DIV444422,CIR44442,ZNE44,EUDSD TELIYARGANJ,EUDD TAGORE TOWN,EUDC II PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444222,DIV444422,CIR44442,ZNE44,EUDSD TAGORE TOWN,EUDD TAGORE TOWN,EUDC II PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444223,DIV444422,CIR44442,ZNE44,EDSD SHANTI PURAM,EUDD TAGORE TOWN,EUDC II PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444231,DIV444423,CIR44442,ZNE44,EUDSD CIVIL LINE,EUDD MEOHALL,EUDC II PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444232,DIV444423,CIR44442,ZNE44,EUDSD MAYO HALL,EUDD MEOHALL,EUDC II PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444241,DIV444424,CIR44442,ZNE44,EUDSD BAMRAULI,EUDD BAMRAULI,EUDC II PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444242,DIV444424,CIR44442,ZNE44,EUDSD KANPUR ROAD,EUDD BAMRAULI,EUDC II PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444243,DIV444424,CIR44442,ZNE44,EUDSD KASARI MASARI,EUDD BAMRAULI,EUDC II PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444311,DIV444431,CIR44443,ZNE44,4444311-EDSD I REWA ROAD,EDD I PRAYAGRAJ,EDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444312,DIV444431,CIR44443,ZNE44,4444312-EDSD II NAINI,EDD I PRAYAGRAJ,EDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444313,DIV444431,CIR44443,ZNE44,4444313-EDSD SANKARGARH,EDD I PRAYAGRAJ,EDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444314,DIV444431,CIR44443,ZNE44,4444314-EDSD PIPALGAON,EDD I PRAYAGRAJ,EDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444315,DIV444431,CIR44443,ZNE44,4444315-EDSD KARCHANA,EDD I PRAYAGRAJ,EDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444316,DIV444431,CIR44443,ZNE44,4444316-EDSD KAUNDHIARA,EDD I PRAYAGRAJ,EDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444321,DIV444432,CIR44443,ZNE44,4444321-EDSD III KORAON,EDD MEZA,EDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444322,DIV444432,CIR44443,ZNE44,4444322-EDSD III SIRSA,EDD MEZA,EDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444323,DIV444432,CIR44443,ZNE44,4444323-EDSD MANDA,EDD MEZA,EDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4444324,DIV444432,CIR44443,ZNE44,4444324-EDSD URUA,EDD MEZA,EDC I PRAYAGRAJ,PRAYAGRAJ,PUVNL
SDO4165324,DIV416532,CIR41653,ZNE41,4165324-EDSD IV SAYADRAJA,EDD CHANDAULI,EDC CHANDAULI,VARANASI,PUVNL
SDO4165331,DIV416533,CIR41653,ZNE41,4165331-EDSD KAMALPUR,"EDD SAKALDIHA,CHANDAULI",EDC CHANDAULI,VARANASI,PUVNL
SDO4165332,DIV416533,CIR41653,ZNE41,4165332-EDSD BHUPAULI,"EDD SAKALDIHA,CHANDAULI",EDC CHANDAULI,VARANASI,PUVNL
SDO4165333,DIV416533,CIR41653,ZNE41,4165333-EDSD III AMRA,"EDD SAKALDIHA,CHANDAULI",EDC CHANDAULI,VARANASI,PUVNL
SDO4168518,DIV416851,CIR41685,ZNE41,(TEMP SDO) 4168519,EDD BHADOHI,EDC-1 MIRZAPUR,VARANASI,PUVNL
SDO4168519,DIV416851,CIR41685,ZNE41,{Temp SDO} 4168519,EDD BHADOHI,EDC-1 MIRZAPUR,VARANASI,PUVNL
SDO4169611,DIV416961,CIR41696,ZNE41,(SDO CHUNAR) 4169611,EDD CHUNAR,EDC-SONBHADRA,VARANASI,PUVNL
SDO4169621,DIV416962,CIR41696,ZNE41,(Temp SDO) 4169621,EDD PIPRI,EDC-SONBHADRA,VARANASI,PUVNL
SDO4169622,DIV416962,CIR41696,ZNE41,(Temp SDO) 4169622,EDD PIPRI,EDC-SONBHADRA,VARANASI,PUVNL
SDO4169629,DIV416962,CIR41696,ZNE41,(Temp sdo) 4169629,EDD PIPRI,EDC-SONBHADRA,VARANASI,PUVNL
SDO4169639,DIV416963,CIR41696,ZNE41,(Temp sdo) 4169639,EDD ROBERTSGANJ,EDC-SONBHADRA,VARANASI,PUVNL
SDO4260112,DIV426011,CIR42601,ZNE42,4260112-EDSD CHANDESWAER,EDD AZAMGARH,EDC I AZAMGARH,AZAMGARH,PUVNL
SDO4260113,DIV426011,CIR42601,ZNE42,4260113-EDSD HAFIZPUR,EDD AZAMGARH,EDC I AZAMGARH,AZAMGARH,PUVNL
SDO4260119,DIV426011,CIR42601,ZNE42,(Temp SDO) 4260119,EDD AZAMGARH,EDC I AZAMGARH,AZAMGARH,PUVNL
SDO4260121,DIV426012,CIR42601,ZNE42,4260121-EDSD III BILARIYAGANJ,"EDD SAGADI,AZAMGARH",EDC I AZAMGARH,AZAMGARH,PUVNL
SDO4260122,DIV426012,CIR42601,ZNE42,4260122-EDSD II JIYANPUR,"EDD SAGADI,AZAMGARH",EDC I AZAMGARH,AZAMGARH,PUVNL
SDO4260123,DIV426012,CIR42601,ZNE42,4260123-EDSD MAHARAJGANJ,"EDD SAGADI,AZAMGARH",EDC I AZAMGARH,AZAMGARH,PUVNL
SDO4260131,DIV426013,CIR42601,ZNE42,4260131-EDSD I LALGANJ,"EDD LALGANJ,AZAMGARH",EDC I AZAMGARH,AZAMGARH,PUVNL
SDO4260132,DIV426013,CIR42601,ZNE42,4260132-EDSD II NIZAMABAD,"EDD LALGANJ,AZAMGARH",EDC I AZAMGARH,AZAMGARH,PUVNL
